;containerID;SH;Category;Weight;Filling start;Alt filling start;Filling end;Loading;Leaving;Plate;Arrival;Unload;trip_id
1436;617;sh2;Sekatuote siipikarja luokka 3;15480kg;2023-03-16T08:25:00Z;;2023-03-16T13:09:00Z;2023-03-16T13:28:00Z;2023-03-16T13:35:00Z;truck6;2023-03-16T15:22:00Z;2023-03-16T16:23:00Z;754.0
1437;626;sh1;Sekatuote siipikarja luokka 3;12540kg;2023-03-16T11:48:00Z;;2023-03-16T13:27:00Z;2023-03-16T18:17:00Z;2023-03-16T18:34:00Z;truck7;2023-03-16T20:29:00Z;2023-03-16T21:02:00Z;755.0
1438;639;sh1;Sekatuote siipikarja luokka 3;12200kg;2023-03-16T13:28:00Z;;2023-03-16T15:20:00Z;2023-03-16T18:18:00Z;2023-03-16T18:34:00Z;truck7;2023-03-16T20:29:00Z;2023-03-16T21:02:00Z;755.0
1439;659;sh1;Sekatuote siipikarja luokka 3;13120kg;2023-03-16T15:20:00Z;;2023-03-16T18:14:00Z;2023-03-16T18:18:00Z;2023-03-16T18:34:00Z;truck7;2023-03-16T20:29:00Z;2023-03-16T21:02:00Z;755.0
1440;619;sh2;Sekatuote siipikarja luokka 3;14000kg;2023-03-16T13:15:00Z;;2023-03-16T16:20:00Z;2023-03-16T18:45:00Z;2023-03-16T18:54:00Z;truck1;2023-03-16T20:37:00Z;2023-03-16T21:07:00Z;756.0
1441;633;sh2;Sekatuote siipikarja luokka 3;14520kg;2023-03-16T10:52:00Z;;2023-03-16T14:37:00Z;2023-03-16T18:45:00Z;2023-03-16T18:54:00Z;truck1;2023-03-16T20:37:00Z;2023-03-16T21:07:00Z;756.0
1442;634;sh2;Sekatuote siipikarja luokka 3;13020kg;2023-03-16T14:37:00Z;;2023-03-16T18:45:00Z;2023-03-16T18:45:00Z;2023-03-16T18:54:00Z;truck1;2023-03-16T20:37:00Z;2023-03-16T21:06:00Z;756.0
1443;616;sh2;Sekatuote siipikarja luokka 3;12860kg;2023-03-16T18:50:00Z;;2023-03-16T21:06:00Z;2023-03-16T21:26:00Z;2023-03-16T21:32:00Z;truck6;2023-03-16T23:17:00Z;2023-03-17T00:17:00Z;757.0
1444;658;sh2;Sekatuote siipikarja luokka 3;14980kg;2023-03-16T16:24:00Z;;2023-03-16T20:48:00Z;2023-03-16T21:25:00Z;2023-03-16T21:32:00Z;truck6;2023-03-16T23:17:00Z;2023-03-17T00:17:00Z;757.0
1445;646;sh2;Sekatuote siipikarja luokka 3;11280kg;2023-03-16T20:52:00Z;;2023-03-16T23:20:00Z;2023-03-16T23:30:00Z;2023-03-16T23:38:00Z;truck1;2023-03-17T01:21:00Z;2023-03-17T02:14:00Z;758.0
1446;665;sh2;Varpaat, Siipikarja, Luokka 3;10080kg;2023-03-16T03:47:00Z;2023-03-16T04:00:00Z;2023-03-16T21:21:00Z;2023-03-16T23:29:00Z;2023-03-16T23:38:00Z;truck1;2023-03-17T01:21:00Z;2023-03-17T02:13:00Z;758.0
1447;662;sh1;Sekatuote siipikarja luokka 3;15980kg;2023-03-16T18:14:00Z;;2023-03-17T06:30:00Z;2023-03-17T07:14:00Z;2023-03-17T07:25:00Z;truck3;2023-03-17T09:11:00Z;2023-03-17T10:18:00Z;759.0
1448;631;sh1;Sekatuote siipikarja luokka 3;12640kg;2023-03-17T08:27:00Z;;2023-03-17T08:27:00Z;2023-03-17T10:43:00Z;2023-03-17T10:52:00Z;truck4;2023-03-17T12:44:00Z;2023-03-17T13:20:00Z;760.0
1449;647;sh1;Sekatuote siipikarja luokka 3;5120kg;2023-03-17T10:02:00Z;;2023-03-17T10:02:00Z;2023-03-17T10:44:00Z;2023-03-17T10:52:00Z;truck4;2023-03-17T12:44:00Z;2023-03-17T13:20:00Z;760.0
1450;669;sh1;Sekatuote siipikarja luokka 3;13060kg;2023-03-17T08:34:00Z;;2023-03-17T10:02:00Z;2023-03-17T10:44:00Z;2023-03-17T10:52:00Z;truck4;2023-03-17T12:44:00Z;2023-03-17T13:20:00Z;760.0
1451;617;sh2;Sekatuote siipikarja luokka 3;12280kg;2023-03-17T03:43:00Z;2023-03-17T04:00:00Z;2023-03-17T08:36:00Z;2023-03-17T12:41:00Z;2023-03-17T12:41:00Z;truck6;2023-03-17T14:26:00Z;2023-03-17T15:52:00Z;761.0
1452;634;sh2;Sekatuote siipikarja luokka 3;13940kg;2023-03-17T05:53:00Z;;2023-03-17T09:44:00Z;2023-03-17T12:40:00Z;2023-03-17T12:41:00Z;truck6;2023-03-17T14:26:00Z;2023-03-17T15:52:00Z;761.0
1453;663;sh2;Sekatuote siipikarja luokka 3;13240kg;2023-03-17T08:39:00Z;;2023-03-17T11:46:00Z;2023-03-17T12:40:00Z;2023-03-17T12:41:00Z;truck6;2023-03-17T14:26:00Z;2023-03-17T15:50:00Z;761.0
1454;652;sh1;Sekatuote siipikarja luokka 3;15140kg;2023-03-17T10:07:00Z;;2023-03-17T11:52:00Z;2023-03-17T12:38:00Z;2023-03-17T12:45:00Z;truck8;2023-03-17T14:47:00Z;2023-03-17T15:24:00Z;762.0
1455;649;sh2;Sekatuote siipikarja luokka 3;14660kg;2023-03-17T09:47:00Z;;2023-03-17T13:03:00Z;2023-03-17T15:09:00Z;2023-03-17T15:38:00Z;truck1;2023-03-17T17:19:00Z;2023-03-17T17:53:00Z;763.0
1456;616;sh2;Sekatuote siipikarja luokka 3;12840kg;2023-03-17T13:06:00Z;;2023-03-17T16:16:00Z;2023-03-17T18:42:00Z;2023-03-17T18:41:00Z;truck6;2023-03-17T20:30:00Z;2023-03-17T21:04:00Z;764.0
1457;632;sh2;Sekatuote siipikarja luokka 3;13720kg;2023-03-17T11:48:00Z;;2023-03-17T15:00:00Z;2023-03-17T18:43:00Z;2023-03-17T18:41:00Z;truck6;2023-03-17T20:30:00Z;2023-03-17T21:04:00Z;764.0
1458;665;sh2;Sekatuote siipikarja luokka 3;13320kg;2023-03-17T15:02:00Z;;2023-03-17T18:14:00Z;2023-03-17T18:42:00Z;2023-03-17T18:41:00Z;truck6;2023-03-17T20:30:00Z;2023-03-17T21:01:00Z;764.0
1459;610;sh1;Sekatuote siipikarja luokka 3;13920kg;2023-03-17T15:27:00Z;;2023-03-17T17:14:00Z;2023-03-17T19:13:00Z;2023-03-17T19:15:00Z;truck7;2023-03-17T21:27:00Z;2023-03-17T21:47:00Z;765.0
1460;630;sh1;Sekatuote siipikarja luokka 3;13100kg;2023-03-17T13:34:00Z;;2023-03-17T15:27:00Z;2023-03-17T19:12:00Z;2023-03-17T19:15:00Z;truck7;2023-03-17T21:27:00Z;2023-03-17T21:47:00Z;765.0
1461;636;sh1;Sekatuote siipikarja luokka 3;12600kg;2023-03-17T11:54:00Z;;2023-03-17T13:34:00Z;2023-03-17T19:12:00Z;2023-03-17T19:15:00Z;truck7;2023-03-17T21:27:00Z;2023-03-17T21:47:00Z;765.0
1462;661;sh2;Varpaat, Siipikarja, Luokka 3;12220kg;2023-03-17T03:50:00Z;2023-03-17T04:00:00Z;2023-03-17T18:59:00Z;2023-03-17T20:43:00Z;2023-03-17T21:35:00Z;truck1;2023-03-17T23:21:00Z;2023-03-17T23:33:00Z;766.0
1463;609;sh1;Sekatuote siipikarja luokka 3;12440kg;2023-03-13T18:05:00Z;;2023-03-17T21:44:00Z;2023-03-17T21:42:00Z;2023-03-17T22:11:00Z;truck2;2023-03-18T00:08:00Z;2023-03-18T00:57:00Z;767.0
1464;611;sh1;Sekatuote siipikarja luokka 3;12800kg;2023-03-17T17:14:00Z;;2023-03-17T21:44:00Z;2023-03-17T21:42:00Z;2023-03-17T22:11:00Z;truck2;2023-03-18T00:08:00Z;2023-03-18T00:58:00Z;767.0
1465;646;sh2;Sekatuote siipikarja luokka 3;10100kg;2023-03-17T16:16:00Z;;2023-03-17T23:06:00Z;2023-03-17T23:40:00Z;2023-03-17T23:44:00Z;truck6;2023-03-18T01:27:00Z;2023-03-18T01:59:00Z;768.0
1466;639;sh1;Sekatuote siipikarja luokka 3;14780kg;2023-03-20T05:46:00Z;;2023-03-20T08:15:00Z;2023-03-20T11:12:00Z;2023-03-20T11:20:00Z;truck4;2023-03-20T14:17:00Z;2023-03-20T14:28:00Z;769.0
1467;658;sh1;Sekatuote siipikarja luokka 3;15180kg;2023-03-20T08:15:00Z;;2023-03-20T10:01:00Z;2023-03-20T11:12:00Z;2023-03-20T11:20:00Z;truck4;2023-03-20T14:17:00Z;2023-03-20T14:27:00Z;769.0
1468;633;sh2;Sekatuote siipikarja luokka 3;15360kg;2023-03-20T03:16:00Z;2023-03-20T04:00:00Z;2023-03-20T08:22:00Z;2023-03-20T12:24:00Z;2023-03-20T12:35:00Z;truck1;2023-03-20T14:40:00Z;2023-03-20T15:07:00Z;770.0
1469;663;sh2;Sekatuote siipikarja luokka 3;14020kg;2023-03-20T03:16:00Z;2023-03-20T04:00:00Z;2023-03-20T10:04:00Z;2023-03-20T12:25:00Z;2023-03-20T12:35:00Z;truck1;2023-03-20T14:40:00Z;2023-03-20T15:07:00Z;770.0
1470;618;sh1;Sekatuote siipikarja luokka 3;14020kg;2023-03-20T10:03:00Z;;2023-03-20T12:38:00Z;2023-03-20T13:31:00Z;2023-03-20T13:35:00Z;truck8;2023-03-20T15:57:00Z;2023-03-20T16:28:00Z;771.0
1471;651;sh1;Sekatuote siipikarja luokka 3;13840kg;2023-03-20T12:42:00Z;;2023-03-20T14:47:00Z;2023-03-20T15:40:00Z;2023-03-20T15:44:00Z;truck7;2023-03-20T19:09:00Z;2023-03-20T19:33:00Z;772.0
1472;617;sh2;Sekatuote siipikarja luokka 3;15120kg;2023-03-20T12:46:00Z;;2023-03-20T15:47:00Z;2023-03-20T17:35:00Z;2023-03-20T17:51:00Z;truck1;2023-03-20T19:41:00Z;2023-03-20T20:20:00Z;773.0
1473;626;sh2;Sekatuote siipikarja luokka 3;15080kg;2023-03-20T08:23:00Z;;2023-03-20T12:45:00Z;2023-03-20T17:38:00Z;2023-03-20T17:51:00Z;truck1;2023-03-20T19:41:00Z;2023-03-20T20:21:00Z;773.0
1474;649;sh2;Sekatuote siipikarja luokka 3;14400kg;2023-03-20T10:06:00Z;;2023-03-20T13:49:00Z;2023-03-20T17:38:00Z;2023-03-20T17:51:00Z;truck1;2023-03-20T19:41:00Z;2023-03-20T20:20:00Z;773.0
1475;603;sh1;Sekatuote siipikarja luokka 3;15560kg;2023-03-20T18:49:00Z;;2023-03-20T21:02:00Z;2023-03-20T20:57:00Z;2023-03-20T21:06:00Z;truck5;2023-03-20T22:51:00Z;2023-03-20T23:37:00Z;774.0
1476;647;sh1;Sekatuote siipikarja luokka 3;11680kg;2023-03-20T14:47:00Z;;2023-03-20T18:49:00Z;2023-03-20T20:57:00Z;2023-03-20T21:06:00Z;truck5;2023-03-20T22:51:00Z;2023-03-20T23:37:00Z;774.0
1477;669;sh2;Varpaat, Siipikarja, Luokka 3;12740kg;2023-03-20T03:22:00Z;2023-03-20T04:00:00Z;2023-03-20T19:55:00Z;2023-03-20T23:11:00Z;2023-03-20T23:16:00Z;truck1;2023-03-21T00:57:00Z;2023-03-21T02:01:00Z;775.0
1478;606;sh2;Sekatuote siipikarja luokka 3;14620kg;2023-03-20T13:50:00Z;;2023-03-20T17:23:00Z;2023-03-21T01:39:00Z;2023-03-21T01:44:00Z;truck5;2023-03-21T03:31:00Z;2023-03-21T04:32:00Z;776.0
1479;650;sh2;Sekatuote siipikarja luokka 3;13320kg;2023-03-20T15:51:00Z;;2023-03-20T21:25:00Z;2023-03-21T01:40:00Z;2023-03-21T01:44:00Z;truck5;2023-03-21T03:31:00Z;2023-03-21T04:32:00Z;776.0
1480;653;sh2;Sekatuote siipikarja luokka 3;14140kg;2023-03-20T17:26:00Z;;2023-03-20T19:14:00Z;2023-03-21T01:39:00Z;2023-03-21T01:44:00Z;truck5;2023-03-21T03:31:00Z;2023-03-21T04:32:00Z;776.0
1481;640;sh1;Sekatuote siipikarja luokka 3;14540kg;2023-03-20T23:16:00Z;2023-03-21T05:00:00Z;2023-03-21T06:30:00Z;2023-03-21T07:28:00Z;2023-03-21T07:30:00Z;truck3;2023-03-21T10:45:00Z;2023-03-21T11:04:00Z;777.0
1482;662;sh1;Sekatuote siipikarja luokka 3;14040kg;2023-03-20T21:02:00Z;;2023-03-20T23:16:00Z;2023-03-21T07:28:00Z;2023-03-21T07:30:00Z;truck3;2023-03-21T10:45:00Z;2023-03-21T11:04:00Z;777.0
1483;656;sh1;Sekatuote siipikarja luokka 3;12240kg;2023-03-21T06:30:00Z;;2023-03-21T08:56:00Z;2023-03-21T10:11:00Z;2023-03-21T10:26:00Z;truck4;2023-03-21T12:21:00Z;2023-03-21T12:21:00Z;778.0
1484;609;sh1;Sekatuote siipikarja luokka 3;14400kg;2023-03-21T08:56:00Z;;2023-03-21T10:35:00Z;2023-03-21T12:14:00Z;2023-03-21T12:29:00Z;truck8;2023-03-21T14:09:00Z;2023-03-21T16:58:00Z;779.0
1485;639;sh1;Sekatuote siipikarja luokka 3;14560kg;2023-03-21T10:35:00Z;;2023-03-21T12:14:00Z;2023-03-21T12:13:00Z;2023-03-21T12:29:00Z;truck8;2023-03-21T14:09:00Z;2023-03-21T16:58:00Z;779.0
1486;633;sh2;Sekatuote siipikarja luokka 3;14440kg;2023-03-21T03:13:00Z;2023-03-21T04:00:00Z;2023-03-21T07:38:00Z;2023-03-21T12:35:00Z;2023-03-21T12:39:00Z;truck5;2023-03-21T14:22:00Z;2023-03-21T17:01:00Z;780.0
1487;663;sh2;Sekatuote siipikarja luokka 3;14220kg;2023-03-20T20:13:00Z;;2023-03-20T23:20:00Z;2023-03-21T12:35:00Z;2023-03-21T12:39:00Z;truck5;2023-03-21T14:22:00Z;2023-03-21T17:01:00Z;780.0
1488;618;sh1;Sekatuote siipikarja luokka 3;12760kg;2023-03-21T12:14:00Z;;2023-03-21T14:11:00Z;2023-03-21T14:10:00Z;2023-03-21T15:09:00Z;truck7;2023-03-21T17:40:00Z;2023-03-21T18:04:00Z;781.0
1489;603;sh2;Sekatuote siipikarja luokka 3;15160kg;2023-03-21T07:39:00Z;;2023-03-21T11:43:00Z;2023-03-21T15:40:00Z;2023-03-21T15:49:00Z;truck1;2023-03-21T18:19:00Z;2023-03-21T19:00:00Z;782.0
1490;626;sh2;Sekatuote siipikarja luokka 3;14680kg;2023-03-21T09:33:00Z;;2023-03-21T13:14:00Z;2023-03-21T15:42:00Z;2023-03-21T15:49:00Z;truck1;2023-03-21T18:19:00Z;2023-03-21T19:00:00Z;782.0
1491;647;sh2;Sekatuote siipikarja luokka 3;15060kg;2023-03-21T05:53:00Z;;2023-03-21T09:32:00Z;2023-03-21T15:40:00Z;2023-03-21T15:49:00Z;truck1;2023-03-21T18:19:00Z;2023-03-21T19:00:00Z;782.0
1492;617;sh2;Sekatuote siipikarja luokka 3;15020kg;2023-03-21T13:15:00Z;;2023-03-21T16:19:00Z;2023-03-21T21:15:00Z;2023-03-21T21:24:00Z;truck1;2023-03-21T23:11:00Z;2023-03-22T00:26:00Z;783.0
1493;669;sh2;Sekatuote siipikarja luokka 3;15440kg;2023-03-21T14:56:00Z;;2023-03-21T18:16:00Z;2023-03-21T21:17:00Z;2023-03-21T21:24:00Z;truck1;2023-03-21T23:11:00Z;2023-03-22T00:26:00Z;783.0
1494;649;sh2;Sekatuote siipikarja luokka 3;15400kg;2023-03-21T11:44:00Z;;2023-03-21T14:53:00Z;2023-03-21T21:51:00Z;2023-03-21T21:51:00Z;truck5;2023-03-21T23:37:00Z;2023-03-22T01:17:00Z;784.0
1495;650;sh2;Sekatuote siipikarja luokka 3;14320kg;2023-03-21T16:22:00Z;;2023-03-21T19:46:00Z;2023-03-21T21:51:00Z;2023-03-21T21:51:00Z;truck5;2023-03-21T23:37:00Z;2023-03-22T01:17:00Z;784.0
1496;638;sh1;Sekatuote siipikarja luokka 3;16220kg;2023-03-21T14:11:00Z;;2023-03-21T17:14:00Z;2023-03-22T06:40:00Z;2023-03-22T06:48:00Z;truck3;2023-03-22T09:03:00Z;2023-03-22T09:14:00Z;785.0
1497;651;sh1;Sekatuote siipikarja luokka 3;16300kg;2023-03-21T17:14:00Z;;2023-03-21T18:38:00Z;2023-03-22T06:41:00Z;2023-03-22T06:48:00Z;truck3;2023-03-22T09:03:00Z;2023-03-22T09:39:00Z;785.0
1498;655;sh1;Sekatuote siipikarja luokka 3;14380kg;2023-03-21T18:38:00Z;;2023-03-22T05:42:00Z;2023-03-22T06:41:00Z;2023-03-22T06:48:00Z;truck3;2023-03-22T09:03:00Z;2023-03-22T09:14:00Z;785.0
1499;640;sh1;Sekatuote siipikarja luokka 3;13700kg;2023-03-22T05:45:00Z;;2023-03-22T08:48:00Z;2023-03-22T10:47:00Z;2023-03-22T11:03:00Z;truck8;2023-03-22T12:45:00Z;2023-03-22T13:43:00Z;786.0
1500;606;sh2;Sekatuote siipikarja luokka 3;9260kg;2023-03-21T21:34:00Z;;2023-03-21T23:15:00Z;2023-03-22T10:59:00Z;2023-03-22T11:12:00Z;truck1;2023-03-22T13:07:00Z;2023-03-22T13:54:00Z;787.0
1501;627;sh2;Varpaat, Siipikarja, Luokka 3;13240kg;2023-03-21T03:18:00Z;2023-03-21T04:00:00Z;2023-03-21T20:10:00Z;2023-03-22T10:57:00Z;2023-03-22T11:12:00Z;truck1;2023-03-22T13:07:00Z;2023-03-22T13:54:00Z;787.0
1502;656;sh1;Sekatuote siipikarja luokka 3;13540kg;2023-03-22T08:56:00Z;;2023-03-22T10:38:00Z;2023-03-22T11:11:00Z;2023-03-22T11:27:00Z;truck4;2023-03-22T13:28:00Z;2023-03-22T13:45:00Z;788.0
1503;647;sh2;Sekatuote siipikarja luokka 3;14660kg;2023-03-22T08:30:00Z;;2023-03-22T11:37:00Z;2023-03-22T12:35:00Z;2023-03-22T12:39:00Z;truck5;2023-03-22T14:38:00Z;2023-03-22T15:46:00Z;789.0
1504;653;sh2;Sekatuote siipikarja luokka 3;13420kg;2023-03-21T18:19:00Z;;2023-03-22T06:16:00Z;2023-03-22T12:35:00Z;2023-03-22T12:39:00Z;truck5;2023-03-22T14:38:00Z;2023-03-22T15:46:00Z;789.0
1505;663;sh2;Sekatuote siipikarja luokka 3;14140kg;2023-03-22T05:51:00Z;;2023-03-22T08:28:00Z;2023-03-22T12:35:00Z;2023-03-22T12:39:00Z;truck5;2023-03-22T14:38:00Z;2023-03-22T15:46:00Z;789.0
1506;609;sh1;Sekatuote siipikarja luokka 3;14060kg;2023-03-22T10:46:00Z;;2023-03-22T12:42:00Z;2023-03-22T15:59:00Z;2023-03-22T16:07:00Z;truck7;2023-03-22T19:40:00Z;2023-03-22T20:11:00Z;790.0
1507;603;sh2;Sekatuote siipikarja luokka 3;15200kg;2023-03-22T10:36:00Z;;2023-03-22T14:03:00Z;2023-03-22T16:56:00Z;2023-03-22T17:17:00Z;truck1;2023-03-22T19:07:00Z;2023-03-22T19:44:00Z;791.0
1508;626;sh2;Sekatuote siipikarja luokka 3;15120kg;2023-03-22T06:17:00Z;;2023-03-22T10:34:00Z;2023-03-22T16:55:00Z;2023-03-22T17:17:00Z;truck1;2023-03-22T19:07:00Z;2023-03-22T19:23:00Z;791.0
1509;630;sh2;Sekatuote siipikarja luokka 3;13900kg;2023-03-22T14:06:00Z;;2023-03-22T16:11:00Z;2023-03-22T18:15:00Z;2023-03-22T18:17:00Z;truck5;2023-03-22T20:05:00Z;2023-03-22T20:53:00Z;792.0
1510;649;sh2;Sekatuote siipikarja luokka 3;15100kg;2023-03-22T14:24:00Z;;2023-03-22T18:01:00Z;2023-03-22T18:14:00Z;2023-03-22T18:17:00Z;truck5;2023-03-22T20:05:00Z;2023-03-22T20:53:00Z;792.0
1511;669;sh2;Sekatuote siipikarja luokka 3;14640kg;2023-03-22T11:38:00Z;;2023-03-22T14:19:00Z;2023-03-22T18:15:00Z;2023-03-22T18:17:00Z;truck5;2023-03-22T20:05:00Z;2023-03-22T20:53:00Z;792.0
1512;639;sh1;Sekatuote siipikarja luokka 3;15040kg;2023-03-22T14:46:00Z;;2023-03-22T16:55:00Z;2023-03-22T19:36:00Z;2023-03-22T19:40:00Z;truck2;2023-03-22T21:25:00Z;2023-03-22T21:47:00Z;793.0
1513;652;sh1;Sekatuote siipikarja luokka 3;15360kg;2023-03-22T12:49:00Z;;2023-03-22T14:46:00Z;2023-03-22T19:35:00Z;2023-03-22T19:40:00Z;truck2;2023-03-22T21:25:00Z;2023-03-22T21:47:00Z;793.0
1514;633;sh2;Varpaat, Siipikarja, Luokka 3;14260kg;2023-03-22T03:47:00Z;2023-03-22T04:00:00Z;2023-03-22T19:51:00Z;2023-03-22T22:16:00Z;2023-03-22T22:28:00Z;truck1;2023-03-23T00:15:00Z;2023-03-23T00:49:00Z;794.0
1515;647;sh2;Sekatuote siipikarja luokka 3;14720kg;2023-03-22T18:05:00Z;;2023-03-22T20:06:00Z;2023-03-22T22:14:00Z;2023-03-22T22:28:00Z;truck1;2023-03-23T00:15:00Z;2023-03-23T00:31:00Z;794.0
1516;661;sh2;Sekatuote siipikarja luokka 3;14120kg;2023-03-22T18:01:00Z;;2023-03-22T22:15:00Z;2023-03-22T23:12:00Z;2023-03-22T23:20:00Z;truck5;2023-03-23T01:06:00Z;2023-03-23T01:58:00Z;795.0
1517;601;sh1;Sekatuote siipikarja luokka 3;15700kg;2023-03-22T20:03:00Z;;2023-03-23T06:22:00Z;2023-03-23T08:07:00Z;2023-03-23T08:20:00Z;truck3;2023-03-23T11:03:00Z;2023-03-23T11:38:00Z;796.0
1518;618;sh1;Sekatuote siipikarja luokka 3;16400kg;2023-03-22T16:55:00Z;;2023-03-22T20:03:00Z;2023-03-23T08:06:00Z;2023-03-23T08:20:00Z;truck3;2023-03-23T11:03:00Z;2023-03-23T11:37:00Z;796.0
1519;603;sh2;Sekatuote siipikarja luokka 3;14240kg;2023-03-23T03:06:00Z;2023-03-23T04:00:00Z;2023-03-23T07:31:00Z;2023-03-23T10:21:00Z;2023-03-23T10:34:00Z;truck1;2023-03-23T12:22:00Z;2023-03-23T12:56:00Z;797.0
1520;646;sh2;Sekatuote siipikarja luokka 3;14900kg;2023-03-23T05:28:00Z;;2023-03-23T09:30:00Z;2023-03-23T10:20:00Z;2023-03-23T10:34:00Z;truck1;2023-03-23T12:22:00Z;2023-03-23T12:52:00Z;797.0
1521;663;sh2;Sekatuote siipikarja luokka 3;13000kg;2023-03-22T20:55:00Z;;2023-03-22T23:27:00Z;2023-03-23T10:21:00Z;2023-03-23T10:34:00Z;truck1;2023-03-23T12:22:00Z;2023-03-23T12:52:00Z;797.0
1522;609;sh1;Sekatuote siipikarja luokka 3;14880kg;2023-03-23T08:44:00Z;;2023-03-23T10:42:00Z;2023-03-23T10:41:00Z;2023-03-23T10:50:00Z;truck4;2023-03-23T12:32:00Z;2023-03-23T12:51:00Z;798.0
1523;654;sh1;Sekatuote siipikarja luokka 3;15080kg;2023-03-23T06:30:00Z;;2023-03-23T08:37:00Z;2023-03-23T10:40:00Z;2023-03-23T10:50:00Z;truck4;2023-03-23T12:32:00Z;2023-03-23T12:51:00Z;798.0
1524;658;sh1;Sekatuote siipikarja luokka 3;13720kg;2023-03-23T10:49:00Z;;2023-03-23T12:38:00Z;2023-03-23T14:52:00Z;2023-03-23T15:03:00Z;truck8;2023-03-23T16:48:00Z;2023-03-23T17:14:00Z;799.0
1525;628;sh2;Sekatuote siipikarja luokka 3;14620kg;2023-03-23T11:37:00Z;;2023-03-23T15:27:00Z;2023-03-23T15:40:00Z;2023-03-23T15:56:00Z;truck1;2023-03-23T17:42:00Z;2023-03-23T18:24:00Z;800.0
1526;649;sh2;Sekatuote siipikarja luokka 3;15380kg;2023-03-23T09:33:00Z;;2023-03-23T13:16:00Z;2023-03-23T15:37:00Z;2023-03-23T15:56:00Z;truck1;2023-03-23T17:42:00Z;2023-03-23T18:24:00Z;800.0
1527;600;sh2;Sekatuote siipikarja luokka 3;13840kg;2023-03-23T13:19:00Z;;2023-03-23T16:33:00Z;2023-03-23T18:48:00Z;2023-03-23T19:14:00Z;truck5;2023-03-23T21:04:00Z;2023-03-23T21:35:00Z;801.0
1528;617;sh2;Sekatuote siipikarja luokka 3;13680kg;2023-03-23T15:28:00Z;;2023-03-23T18:53:00Z;2023-03-23T18:49:00Z;2023-03-23T19:14:00Z;truck5;2023-03-23T21:04:00Z;2023-03-23T21:15:00Z;801.0
1529;669;sh2;Sekatuote siipikarja luokka 3;14120kg;2023-03-23T07:36:00Z;;2023-03-23T11:34:00Z;2023-03-23T18:37:00Z;2023-03-23T19:14:00Z;truck5;2023-03-23T21:04:00Z;2023-03-23T21:27:00Z;801.0
1530;606;sh2;Varpaat, Siipikarja, Luokka 3;12860kg;2023-03-23T03:13:00Z;2023-03-23T04:00:00Z;2023-03-23T21:05:00Z;2023-03-23T21:15:00Z;2023-03-23T21:26:00Z;truck1;2023-03-23T23:11:00Z;2023-03-23T23:30:00Z;802.0
1531;633;sh2;Sekatuote siipikarja luokka 3;11960kg;2023-03-23T16:36:00Z;;2023-03-23T19:10:00Z;2023-03-23T21:12:00Z;2023-03-23T21:26:00Z;truck1;2023-03-23T23:11:00Z;2023-03-23T23:15:00Z;802.0
1532;661;sh2;Sekatuote siipikarja luokka 3;15100kg;2023-03-23T19:13:00Z;;2023-03-23T20:57:00Z;2023-03-23T21:13:00Z;2023-03-23T21:26:00Z;truck1;2023-03-23T23:11:00Z;2023-03-23T23:35:00Z;802.0
1533;652;sh2;Sekatuote siipikarja luokka 3;9320kg;2023-03-23T21:58:00Z;;2023-03-23T23:18:00Z;2023-03-24T01:01:00Z;2023-03-24T01:15:00Z;truck5;2023-03-24T03:07:00Z;2023-03-24T03:12:00Z;803.0
1534;655;sh1;Sekatuote siipikarja luokka 3;13400kg;2023-03-23T14:46:00Z;;2023-03-23T16:41:00Z;2023-03-24T05:12:00Z;2023-03-24T05:17:00Z;truck7;2023-03-24T07:12:00Z;2023-03-24T08:05:00Z;804.0
1535;651;sh1;Sekatuote siipikarja luokka 3;16280kg;2023-03-23T19:04:00Z;;2023-03-24T07:06:00Z;2023-03-24T09:54:00Z;2023-03-24T10:20:00Z;truck3;2023-03-24T12:06:00Z;2023-03-24T12:43:00Z;805.0
1536;638;sh1;Sekatuote siipikarja luokka 3;15840kg;2023-03-24T07:08:00Z;;2023-03-24T09:32:00Z;2023-03-24T11:12:00Z;2023-03-24T11:24:00Z;truck4;2023-03-24T13:18:00Z;2023-03-24T13:48:00Z;806.0
1537;659;sh1;Sekatuote siipikarja luokka 3;16700kg;2023-03-24T09:33:00Z;;2023-03-24T11:21:00Z;2023-03-24T11:12:00Z;2023-03-24T11:24:00Z;truck4;2023-03-24T13:18:00Z;2023-03-24T13:48:00Z;806.0
1538;630;sh2;Sekatuote siipikarja luokka 3;14640kg;2023-03-24T05:43:00Z;;2023-03-24T09:23:00Z;2023-03-24T11:38:00Z;2023-03-24T11:48:00Z;truck1;2023-03-24T13:29:00Z;2023-03-24T14:05:00Z;807.0
1539;647;sh2;Sekatuote siipikarja luokka 3;15300kg;2023-03-23T18:56:00Z;;2023-03-24T07:22:00Z;2023-03-24T11:39:00Z;2023-03-24T11:48:00Z;truck1;2023-03-24T13:29:00Z;2023-03-24T14:41:00Z;807.0
1540;618;sh1;Sekatuote siipikarja luokka 3;14180kg;2023-03-24T11:21:00Z;;2023-03-24T13:14:00Z;2023-03-24T15:55:00Z;2023-03-24T16:19:00Z;truck7;2023-03-24T18:24:00Z;2023-03-24T20:12:00Z;808.0
